Poster,No_Bedroom,Area,Apartment_Type,Furniture_Type,Price,Latitude,Longitude
môi giới,2.0,80.0,chung cư thường,cơ bản,10.0,21.0433311,105.8653021
môi giới,1.0,47.03,chung cư thường,full,14.0,21.0034608,105.7703287
môi giới,3.0,112.0,chung cư thường,cơ bản,8.0,20.9817956,105.8794221
môi giới,2.0,75.0,chung cư thường,full,18.0,21.0194063,105.8224211
môi giới,2.0,84.0,chung cư thường,full,16.0,21.0114412,105.8634041
môi giới,1.0,38.0,chung cư thường,unk,10.5,21.0362368,105.7905825
môi giới,2.0,80.1,chung cư thường,full,15.0,21.0090571,105.8607507
môi giới,2.0,100.0,chung cư thường,cơ bản,9.0,21.0218044,105.790872
môi giới,3.0,150.0,chung cư thường,full,10.0,21.0084108,105.8014449
môi giới,2.0,70.0,chung cư thường,cơ bản,6.5,21.081348,105.8147429
môi giới,2.0,87.0,chung cư thường,cơ bản,7.0,21.081348,105.8147429
môi giới,1.0,35.0,chung cư studio,full,5.0,21.07043,105.8091699
môi giới,2.0,65.0,chung cư thường,cơ bản,8.0,21.081348,105.8147429
cá nhân,3.0,95.0,chung cư thường,full,15.0,21.0090571,105.8607507
môi giới,2.0,68.0,chung cư thường,full,11.0,21.046355,105.9097677
môi giới,2.0,70.0,chung cư thường,full,8.0,21.046355,105.9097677
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0161278,105.7926129
môi giới,2.0,68.0,chung cư thường,full,8.0,21.0713783,105.7953947
môi giới,3.0,132.0,chung cư thường,unk,26.0,20.9959819,105.8097244
cá nhân,3.0,93.7,chung cư thường,full,15.0,20.9966988,105.8739
cá nhân,2.0,58.0,chung cư thường,nguyên bản,9.5,20.9982638,105.8673667
môi giới,3.0,115.0,chung cư thường,cơ bản,15.0,21.0281772,105.7828902
cá nhân,2.0,92.5,chung cư thường,nguyên bản,10.0,20.9982638,105.8673667
môi giới,3.0,94.0,chung cư thường,cơ bản,12.0,21.0306461,105.7692892
môi giới,3.0,100.0,chung cư thường,cơ bản,12.0,21.0362368,105.7905825
môi giới,2.0,75.0,chung cư thường,cơ bản,10.0,21.0034608,105.7703287
môi giới,3.0,100.0,chung cư thường,unk,9.0,21.0045683,105.8034641
môi giới,2.0,75.0,chung cư thường,cơ bản,10.0,21.0042496,105.8033839
môi giới,2.0,62.0,chung cư thường,cơ bản,10.0,21.0042496,105.8033839
môi giới,2.0,75.0,chung cư thường,cơ bản,11.0,20.9990138,105.8027825
môi giới,2.0,95.0,chung cư thường,cơ bản,11.0,21.0309144,105.7839062
môi giới,2.0,95.5,chung cư thường,cơ bản,13.0,21.017578,105.7976787
môi giới,2.0,91.0,chung cư thường,unk,12.0,21.0306461,105.7692892
môi giới,2.0,98.0,chung cư thường,cơ bản,10.0,21.0181378,105.7932507
môi giới,2.0,86.0,chung cư thường,full,12.0,20.9959819,105.8097244
môi giới,2.0,75.0,chung cư thường,full,9.0,20.955835,105.7563658
cá nhân,2.0,50.0,chung cư thường,unk,4.5,21.0548635,105.8884966
môi giới,3.0,80.0,chung cư thường,nguyên bản,7.0,20.9836984,105.8636257
môi giới,2.0,80.0,chung cư thường,cơ bản,7.0,20.9836984,105.8636257
môi giới,3.0,110.0,chung cư thường,cơ bản,12.0,21.034481,105.7951972
môi giới,3.0,100.0,chung cư thường,full,8.0,20.9836984,105.8636257
môi giới,2.0,80.0,chung cư thường,full,6.0,20.9836984,105.8636257
môi giới,2.0,82.0,chung cư thường,full,15.0,21.0362368,105.7905825
môi giới,2.0,70.0,chung cư thường,full,9.0,21.0090571,105.8607507
môi giới,1.0,31.0,chung cư thường,full,7.0,21.0032299,105.7786142
môi giới,2.0,84.0,chung cư thường,cơ bản,12.0,21.0306461,105.7692892
môi giới,3.0,110.0,chung cư thường,cơ bản,12.0,21.017032,105.7982605
môi giới,2.0,82.0,chung cư thường,full,12.0,21.0232492,105.7899901
môi giới,2.0,97.0,chung cư thường,cơ bản,11.0,21.0347417,105.7946177
môi giới,3.0,117.0,chung cư thường,cơ bản,11.0,21.034481,105.7951972
môi giới,2.0,74.0,chung cư thường,cơ bản,8.0,21.0306915,105.7592122
môi giới,2.0,82.0,chung cư thường,cơ bản,12.0,21.0183406,105.7764782
môi giới,1.0,60.0,chung cư thường,cơ bản,8.0,21.0064396,105.7689174
môi giới,2.0,70.0,chung cư thường,unk,7.5,21.0090571,105.8607507
môi giới,2.0,80.0,chung cư thường,full,8.0,20.9819922,105.8797389
môi giới,2.0,112.0,chung cư thường,unk,15.0,20.9981973,105.8127529
môi giới,2.0,106.0,chung cư thường,full cao cấp,13.0,21.0007314,105.8160439
môi giới,2.0,88.0,chung cư thường,full,13.0,21.0651497,105.8268306
cá nhân,2.0,63.3,chung cư thường,unk,8.0,20.9999913,105.8699539
cá nhân,2.0,70.0,chung cư thường,full cao cấp,9.0,20.9992058,105.8698167
cá nhân,2.0,70.0,chung cư thường,full cao cấp,9.0,20.9999913,105.8699539
môi giới,2.0,83.0,chung cư thường,unk,11.0,21.0310836,105.7745675
môi giới,3.0,101.0,chung cư thường,full,14.0,21.0713783,105.7953947
môi giới,1.0,55.0,chung cư thường,full,10.0,21.0768702,105.8148708
môi giới,3.0,88.0,chung cư thường,full,12.0,21.044011,105.8028368
môi giới,2.0,80.0,chung cư thường,cơ bản,9.0,21.0306461,105.7692892
môi giới,3.0,152.0,chung cư thường,full,14.0,21.0295611,105.7747747
môi giới,2.0,80.0,chung cư thường,unk,13.0,21.0768702,105.8148708
cá nhân,2.0,70.0,chung cư thường,full,8.5,20.9987082,105.7515087
cá nhân,3.0,91.7,chung cư thường,full,14.0,21.0310421,105.7808293
môi giới,3.0,120.0,chung cư thường,full,9.0,21.0607423,105.8090045
môi giới,3.0,96.0,chung cư thường,cơ bản,11.5,21.0034608,105.7703287
môi giới,3.0,105.0,chung cư thường,full,13.0,21.0312359,105.781832
cá nhân,2.0,69.0,chung cư thường,full,6.0,21.1611142,105.8495796
cá nhân,2.0,73.0,chung cư thường,full cao cấp,11.0,20.9344418,105.8462288
môi giới,3.0,105.0,chung cư thường,full,14.0,21.0042496,105.8033839
môi giới,2.0,130.0,chung cư thường,full,17.0,21.004945,105.7980865
môi giới,2.0,93.0,chung cư thường,full,14.0,21.0084108,105.8014449
môi giới,3.0,106.0,chung cư thường,full cao cấp,12.5,21.0034608,105.7703287
môi giới,3.0,108.0,chung cư thường,full,19.0,21.0306461,105.7692892
môi giới,2.0,96.0,chung cư thường,cơ bản,13.0,21.017578,105.7976787
môi giới,2.0,75.0,chung cư thường,cơ bản,10.0,21.0279571,105.771796
môi giới,2.0,98.0,chung cư thường,cơ bản,10.0,21.0181378,105.7932507
môi giới,2.0,84.0,chung cư thường,unk,11.0,21.0215526,105.7878867
môi giới,2.0,78.0,chung cư thường,full,13.0,21.0321335,105.7996137
môi giới,3.0,115.0,chung cư thường,unk,4.0,21.0783685,105.691437
môi giới,2.0,86.0,chung cư thường,cơ bản,11.0,21.0101531,105.7988345
môi giới,3.0,105.0,chung cư thường,cơ bản,13.0,21.0215526,105.7878867
môi giới,3.0,113.0,chung cư thường,full,13.0,21.0174168,105.7820991
môi giới,3.0,94.0,chung cư thường,cơ bản,12.0,21.0306461,105.7692892
cá nhân,2.0,80.0,chung cư thường,cơ bản,20.0,21.0330094,105.8139007
cá nhân,3.0,100.0,chung cư thường,full cao cấp,30.0,21.0330094,105.8139007
môi giới,1.0,55.0,chung cư thường,cơ bản,8.0,21.0064396,105.7689174
môi giới,2.0,120.0,chung cư thường,cơ bản,11.0,21.0084108,105.8014449
cá nhân,1.0,30.0,chung cư thường,full,3.5,21.0640309,105.831724
môi giới,2.0,80.0,chung cư thường,full,11.0,21.0022799,105.8021493
môi giới,4.0,140.0,chung cư thường,full,17.0,21.0362368,105.7905825
môi giới,2.0,70.0,chung cư thường,full,6.0,21.0265831,105.7783047
môi giới,2.0,86.0,chung cư thường,full,7.0,21.0297624,105.7779661
môi giới,2.0,75.0,chung cư thường,full,7.0,21.0590335,105.7833251
môi giới,2.0,75.0,chung cư thường,full,6.0,21.029268,105.7637742
môi giới,3.0,111.0,chung cư thường,full,14.0,21.0042496,105.8033839
môi giới,3.0,91.0,chung cư thường,full,14.0,21.0084108,105.8014449
cá nhân,1.0,25.0,chung cư mini,unk,4.5,21.011749,105.805509
môi giới,3.0,90.0,chung cư thường,cơ bản,12.0,21.0084108,105.8014449
cá nhân,2.0,83.0,chung cư thường,unk,13.0,20.9982638,105.8673667
môi giới,2.0,70.0,chung cư thường,full,12.0,20.9968524,105.8034491
môi giới,3.0,171.0,chung cư thường,full,23.0,21.004945,105.7980865
môi giới,2.0,75.0,chung cư thường,full,7.0,21.0586359,105.7831992
môi giới,2.0,97.0,chung cư thường,unk,11.0,21.034481,105.7951972
cá nhân,3.0,139.9,chung cư thường,full,20.0,20.9670276,105.7778202
môi giới,3.0,85.0,chung cư thường,cơ bản,13.0,21.0161278,105.7926129
môi giới,1.0,45.0,chung cư thường,full,6.0,21.0729504,105.8022811
môi giới,2.0,100.0,chung cư thường,full,13.0,21.0427762,105.8030038
môi giới,2.0,88.0,chung cư thường,full,7.0,21.07043,105.8091699
môi giới,1.0,45.0,chung cư thường,cơ bản,8.0,20.9916037,105.7845561
môi giới,2.0,99.0,chung cư thường,unk,13.0,20.9993664,105.7967472
môi giới,2.0,97.0,chung cư thường,full,12.0,21.0354154,105.7947586
môi giới,2.0,80.0,chung cư thường,cơ bản,11.0,21.0232492,105.7899901
môi giới,2.0,72.0,chung cư thường,full,10.0,21.0310421,105.7808293
môi giới,2.0,84.0,chung cư thường,cơ bản,11.0,21.0306461,105.7692892
môi giới,2.0,71.5,chung cư thường,cơ bản,12.0,21.0272458,105.7860111
môi giới,3.0,155.0,chung cư thường,cơ bản,14.0,21.0084108,105.8014449
môi giới,2.0,70.0,chung cư thường,full,10.0,21.0181378,105.7932507
môi giới,2.0,69.0,chung cư thường,full,13.0,21.0042496,105.8033839
môi giới,2.0,85.0,chung cư thường,full,8.0,21.081348,105.8147429
môi giới,2.0,100.0,chung cư thường,unk,16.0,21.0121713,105.86326
môi giới,2.0,120.0,chung cư thường,full,35.0,21.0472257,105.8434083
môi giới,2.0,120.0,chung cư thường,full,20.0,21.0232358,105.859465
môi giới,3.0,124.0,chung cư thường,full,15.0,21.0811211,105.8180306
cá nhân,2.0,70.0,chung cư thường,unk,6.6,21.0359376,105.7915324
môi giới,3.0,110.0,chung cư thường,full,16.0,21.0105633,105.7994223
cá nhân,3.0,110.0,chung cư thường,full,16.0,21.0362368,105.7905825
môi giới,3.0,149.0,chung cư thường,full,15.0,21.0203116,105.8083282
môi giới,2.0,125.0,chung cư thường,unk,14.0,21.0194163,105.8168796
cá nhân,1.0,55.0,chung cư thường,unk,29.3,21.0362368,105.7905825
cá nhân,2.0,80.0,chung cư thường,cơ bản,13.0,21.0221606,105.771796
môi giới,4.0,210.0,chung cư thường,cơ bản,20.0,21.0347417,105.7946177
môi giới,3.0,100.0,chung cư thường,cơ bản,10.0,21.0347417,105.7946177
môi giới,2.0,96.0,chung cư thường,full,13.0,21.0354154,105.7947586
môi giới,3.0,106.0,chung cư thường,cơ bản,10.0,21.0034608,105.7703287
môi giới,3.0,102.0,chung cư thường,full,10.0,21.0586359,105.7831992
môi giới,3.0,110.0,chung cư thường,full,15.0,21.0333694,105.7697198
môi giới,3.0,104.0,chung cư thường,nguyên bản,9.5,21.0442326,105.7673186
môi giới,2.0,100.0,chung cư thường,full,11.0,21.0427762,105.8030038
môi giới,2.0,80.0,chung cư thường,cơ bản,12.0,21.0333694,105.7697198
môi giới,2.0,70.0,chung cư thường,cơ bản,9.0,21.0305767,105.7611889
môi giới,3.0,90.0,chung cư thường,unk,10.0,21.034481,105.7951972
môi giới,2.0,120.0,chung cư thường,full,11.0,21.0101531,105.7988345
môi giới,2.0,100.0,chung cư thường,full,10.0,21.0344536,105.7658695
môi giới,2.0,70.0,chung cư thường,cơ bản,10.0,21.0310421,105.7808293
môi giới,2.0,70.0,chung cư thường,full,9.0,21.0181378,105.7932507
cá nhân,3.0,86.0,chung cư thường,full,17.0,21.07043,105.8091699
cá nhân,3.0,90.0,chung cư thường,full,23.0,21.0105633,105.7994223
môi giới,2.0,75.0,chung cư thường,full,10.0,21.0306915,105.7592122
môi giới,3.0,98.0,chung cư thường,cơ bản,8.0,21.0451947,105.7680122
cá nhân,2.0,66.8,chung cư thường,full,10.0,21.0586359,105.7831992
môi giới,2.0,62.0,chung cư thường,full,10.0,21.0306915,105.7592122
môi giới,3.0,110.0,chung cư thường,unk,13.0,21.0306461,105.7692892
môi giới,3.0,115.0,chung cư thường,full,12.0,21.0306461,105.7692892
môi giới,2.0,133.0,chung cư thường,full,14.0,21.0295611,105.7747747
cá nhân,3.0,100.0,chung cư thường,full,13.0,21.0186765,105.884813
môi giới,2.0,60.0,chung cư thường,full,8.0,21.0174168,105.7820991
môi giới,3.0,90.0,chung cư thường,cơ bản,12.5,21.0354144,105.8139911
môi giới,3.0,100.0,chung cư thường,cơ bản,12.5,21.0357459,105.8172996
môi giới,2.0,82.0,chung cư thường,cơ bản,6.0,21.081348,105.8147429
môi giới,1.0,70.0,chung cư thường,cơ bản,9.0,21.0064396,105.7689174
môi giới,1.0,35.0,chung cư studio,full,5.5,21.04272,105.8241554
môi giới,3.0,120.0,chung cư thường,full,10.0,21.0181378,105.7932507
môi giới,2.0,82.0,chung cư thường,unk,7.5,21.081348,105.8147429
môi giới,2.0,80.0,chung cư thường,full,10.0,21.0310836,105.7745675
môi giới,2.0,77.0,chung cư thường,full,11.0,20.9982638,105.8673667
môi giới,2.0,80.0,chung cư thường,cơ bản,9.0,21.0403832,105.7629924
môi giới,2.0,72.0,chung cư thường,full,12.0,21.0269818,105.7860861
môi giới,2.0,67.0,chung cư thường,full,9.0,21.0333694,105.7697198
môi giới,2.0,77.0,chung cư thường,full,11.0,20.9982638,105.8673667
môi giới,2.0,98.0,chung cư thường,nguyên bản,11.0,21.0354154,105.7947586
môi giới,3.0,97.0,chung cư thường,full,12.0,21.0034608,105.7703287
cá nhân,3.0,116.0,chung cư thường,full cao cấp,14.5,21.0362368,105.7905825
môi giới,2.0,90.0,chung cư thường,full,9.0,20.9726978,105.7781884
môi giới,3.0,127.0,chung cư thường,unk,22.0,21.0203116,105.8083282
môi giới,1.0,54.0,chung cư thường,cơ bản,8.5,21.0321335,105.7996137
môi giới,3.0,116.0,chung cư thường,full,14.0,21.0032299,105.7786142
môi giới,2.0,114.0,chung cư thường,full cao cấp,16.0,21.004945,105.7980865
môi giới,3.0,123.0,chung cư thường,full,14.0,21.034481,105.7951972
môi giới,2.0,85.0,chung cư thường,unk,12.0,21.0315447,105.8366948
môi giới,3.0,116.0,chung cư thường,full,17.0,21.036819,105.7808467
môi giới,2.0,75.0,chung cư thường,unk,10.5,21.0265077,105.8423025
môi giới,3.0,107.0,chung cư thường,cơ bản,12.0,21.0306461,105.7692892
môi giới,2.0,80.0,chung cư thường,full,8.0,20.9726978,105.7781884
môi giới,2.0,75.0,chung cư thường,full,5.0,21.0861356,105.7856819
môi giới,2.0,60.0,chung cư thường,cơ bản,6.5,21.0297624,105.7779661
cá nhân,1.0,19.0,chung cư mini,unk,2.5,21.0002453,105.8111309
cá nhân,2.0,77.0,chung cư thường,full,12.0,21.0674567,105.9200531
môi giới,2.0,75.0,chung cư thường,cơ bản,8.0,21.0586359,105.7831992
môi giới,1.0,50.0,chung cư thường,unk,4.0,21.0041859,105.867746
cá nhân,3.0,90.0,chung cư thường,full,12.5,21.0842876,105.7917658
cá nhân,1.0,66.0,chung cư thường,full,13.0,20.9981973,105.8127529
môi giới,3.0,106.0,chung cư thường,cơ bản,11.5,21.0362368,105.7905825
cá nhân,2.0,70.0,chung cư thường,unk,8.5,20.9739692,105.8216911
cá nhân,2.0,74.0,chung cư thường,full,12.0,21.0842876,105.7917658
cá nhân,3.0,110.0,chung cư thường,full,11.0,21.0811211,105.8180306
môi giới,2.0,86.0,chung cư thường,cơ bản,9.0,20.9978209,105.8093662
môi giới,2.0,60.0,chung cư thường,full,11.0,20.9948406,105.8060282
môi giới,2.0,80.0,chung cư thường,full,11.75,21.0084108,105.8014449
môi giới,2.0,60.0,chung cư thường,full,8.0,21.0174168,105.7820991
môi giới,2.0,80.0,chung cư thường,unk,12.0,21.0296886,105.8218194
môi giới,3.0,125.0,chung cư thường,full,13.0,21.0272814,105.8177424
môi giới,3.0,112.0,chung cư thường,full,14.5,21.0163441,105.8218771
môi giới,2.0,80.0,chung cư thường,full,11.0,21.0165579,105.788647
môi giới,2.0,99.0,chung cư thường,full,15.0,21.0161634,105.7972202
cá nhân,2.0,65.0,chung cư thường,cơ bản,6.0,20.9751133,105.869926
cá nhân,3.0,96.0,chung cư thường,full,8.0,21.0701691,105.9068373
cá nhân,2.0,53.0,chung cư thường,full,9.0,20.9836984,105.8636257
môi giới,3.0,93.6,chung cư thường,cơ bản,12.0,21.0306461,105.7692892
cá nhân,2.0,66.8,chung cư thường,full,9.5,21.0586359,105.7831992
môi giới,3.0,90.0,chung cư thường,full,11.0,21.0586359,105.7831992
cá nhân,3.0,130.0,chung cư thường,full,11.0,21.0344536,105.7658695
cá nhân,2.0,112.0,chung cư thường,full,14.0,20.9981973,105.8127529
cá nhân,3.0,150.0,chung cư thường,full,12.0,21.0109401,105.7211324
môi giới,2.0,84.0,chung cư thường,unk,11.0,21.0232492,105.7899901
môi giới,2.0,124.0,chung cư thường,cơ bản,12.0,21.0045683,105.8034641
môi giới,2.0,100.0,chung cư thường,full,13.0,21.0135913,105.8034834
môi giới,3.0,130.0,chung cư thường,full,20.0,21.004945,105.7980865
môi giới,2.0,80.0,chung cư thường,full,14.0,21.0105633,105.7994223
môi giới,1.0,38.0,chung cư thường,full,8.5,21.0105633,105.7994223
môi giới,3.0,100.0,chung cư thường,full,16.5,21.0044075,105.7944416
môi giới,2.0,94.0,chung cư thường,unk,12.0,21.0306461,105.7692892
môi giới,2.0,100.0,chung cư thường,cơ bản,11.0,21.017578,105.7976787
môi giới,2.0,75.0,chung cư thường,cơ bản,10.0,21.0279571,105.771796
môi giới,2.0,70.0,chung cư thường,full,12.0,20.9726978,105.7781884
cá nhân,2.0,80.0,chung cư thường,cơ bản,7.0,20.9749347,105.7808936
cá nhân,2.0,73.0,chung cư thường,cơ bản,7.0,21.0674567,105.9200531
cá nhân,1.0,35.0,chung cư studio,full,6.0,21.063031,105.8322451
cá nhân,2.0,51.0,chung cư thường,cơ bản,7.5,20.9861643,105.813338
môi giới,3.0,120.0,chung cư thường,full,12.5,21.0607423,105.8090045
môi giới,2.0,72.0,chung cư thường,full cao cấp,10.0,21.0919168,105.7850022
môi giới,3.0,122.0,chung cư thường,full,16.0,21.0730201,105.7703287
cá nhân,3.0,77.2,chung cư thường,full,7.0,21.0816364,105.8716232
môi giới,4.0,280.0,chung cư thường,unk,48.0,21.0768702,105.8148708
môi giới,3.0,102.0,chung cư thường,unk,10.0,21.0569074,105.7842341
môi giới,3.0,114.0,chung cư thường,unk,10.5,21.0506076,105.7909724
môi giới,2.0,80.0,chung cư thường,unk,7.5,21.0838905,105.8084823
cá nhân,2.0,65.0,chung cư thường,unk,9.0,20.9998197,105.8703171
cá nhân,4.0,150.0,chung cư thường,full,15.0,20.9998356,105.7480899
môi giới,3.0,100.0,chung cư thường,nguyên bản,11.0,20.9959819,105.8097244
môi giới,3.0,90.0,chung cư thường,cơ bản,11.0,20.9836984,105.8636257
môi giới,2.0,80.0,chung cư thường,full,12.5,20.9948406,105.8060282
cá nhân,2.0,80.0,chung cư thường,unk,11.0,21.0045683,105.8034641
cá nhân,2.0,60.0,chung cư tập thể,unk,6.0,21.0165389,105.8107787
môi giới,2.0,55.0,chung cư thường,cơ bản,4.5,21.0568767,105.9171515
môi giới,2.0,70.0,chung cư thường,unk,8.0,21.0674567,105.9200531
cá nhân,1.0,30.0,chung cư thường,unk,4.0,21.0052252,105.7389107
